time,price,lower_int,upper_int,mape,mase
2019-08-30 11:00:00,40.12889181833609,22.385084988961985,57.8726986477102,242.49%,0.81
2019-08-31 11:00:00,29.44926872463908,11.709814210074363,47.188723239203796,242.49%,0.81
2019-09-01 11:00:00,28.13220033223218,10.397964448716206,45.86643621574815,242.49%,0.81
2019-09-02 11:00:00,38.02507526800712,20.298579749833614,55.75157078618063,242.49%,0.81
2019-09-03 11:00:00,38.6170071764337,20.893275656524214,56.340738696343195,242.49%,0.81
2019-09-04 11:00:00,34.8839210836615,17.161099069424218,52.60674309789878,242.49%,0.81
2019-09-05 11:00:00,33.52260488976102,15.801978359738978,51.24323141978306,242.49%,0.81
2019-09-06 11:00:00,33.239280015149006,15.520621742794006,50.95793828750401,242.49%,0.81
2019-09-07 11:00:00,25.916002647110314,8.202056731363605,43.629948562857024,242.49%,0.81
2019-09-08 11:00:00,29.7888499670563,12.074565440890868,47.50313449322174,242.49%,0.81
2019-09-09 11:00:00,39.04198428991845,21.329967034590247,56.75400154524666,242.49%,0.81
2019-09-10 11:00:00,40.892468145427905,23.182551797766823,58.60238449308899,242.49%,0.81
2019-09-11 11:00:00,34.97902823220044,17.26821343911087,52.68984302529002,242.49%,0.81
2019-09-12 11:00:00,33.905952579402054,16.2001019038372,51.61180325496691,242.49%,0.81
2019-09-13 11:00:00,38.86640100749844,21.161863880438176,56.5709381345587,242.49%,0.81
2019-09-14 11:00:00,26.701027479639983,8.996292945246257,44.40576201403371,242.49%,0.81
2019-09-15 11:00:00,28.259324988394294,10.559365440512114,45.95928453627647,242.49%,0.81
2019-09-16 11:00:00,24.350620680041537,6.604764752557124,42.09647660752595,242.49%,0.81
2019-09-17 11:00:00,35.05366154968067,17.305551019626236,52.8017720797351,242.49%,0.81
2019-09-18 11:00:00,31.930754181031354,14.184202626085874,49.67730573597683,242.49%,0.81
2019-09-19 11:00:00,31.18468713130717,13.441370628399078,48.928003634215266,242.49%,0.81
2019-09-20 11:00:00,35.84017968731231,18.09916573184032,53.5811936427843,242.49%,0.81
2019-09-21 11:00:00,28.019532048293218,10.284122517400121,45.754941579186315,242.49%,0.81
2019-09-22 11:00:00,25.421197753062348,7.690371490362352,43.15202401576234,242.49%,0.81
2019-09-23 11:00:00,34.75740389445261,17.030767469638953,52.48404031926626,242.49%,0.81
2019-09-24 11:00:00,39.10027980736078,21.373284238631243,56.82727537609031,242.49%,0.81
2019-09-25 11:00:00,41.22846448464746,23.501194463025705,58.955734506269216,242.49%,0.81
2019-09-26 11:00:00,41.65820915849982,23.930815425544996,59.38560289145465,242.49%,0.81
2019-09-27 11:00:00,39.67662880996819,21.954152641562136,57.399104978374254,242.49%,0.81
2019-09-28 11:00:00,30.727595620450728,13.010680895392873,48.44451034550858,242.49%,0.81
2019-09-29 11:00:00,28.404827107353093,10.692013777345476,46.117640437360706,242.49%,0.81
2019-09-30 11:00:00,38.54160557493438,20.834347126182163,56.24886402368659,242.49%,0.81
2019-10-01 11:00:00,27.012427402912706,9.26419353202176,44.76066127380365,242.49%,0.81
2019-10-02 11:00:00,38.813387194252044,21.057678277652037,56.56909611085205,242.49%,0.81
2019-10-03 11:00:00,36.15571508460393,18.405833735123828,53.90559643408404,242.49%,0.81
2019-10-04 11:00:00,39.46584737950752,21.718896679162135,57.21279807985291,242.49%,0.81
2019-10-05 11:00:00,34.658049835127784,16.908956379782488,52.40714329047308,242.49%,0.81
2019-10-06 11:00:00,31.233373294742385,13.486245745740096,48.98050084374468,242.49%,0.81
2019-10-07 11:00:00,40.3694984097963,22.631464967287947,58.10753185230465,242.49%,0.81
2019-10-08 11:00:00,43.63279785825245,25.891828828131516,61.37376688837339,242.49%,0.81
2019-10-09 11:00:00,38.780068977342225,21.039362787264835,56.520775167419615,242.49%,0.81
2019-10-10 11:00:00,38.28778027442912,20.55414348246875,56.02141706638949,242.49%,0.81
2019-10-11 11:00:00,36.22731333808271,18.495448756052447,53.95917792011297,242.49%,0.81
2019-10-12 11:00:00,25.13036315588153,7.395122821912896,42.86560348985016,242.49%,0.81
2019-10-13 11:00:00,19.878257447538616,2.133710461630997,37.622804433446234,242.49%,0.81
2019-10-14 11:00:00,38.975410601318536,21.22131613054471,56.729505072092365,242.49%,0.81
2019-10-15 11:00:00,40.56950534747328,22.817649765644752,58.32136092930181,242.49%,0.81
2019-10-16 11:00:00,41.91078868701118,24.161536035512306,59.66004133851005,242.49%,0.81
2019-10-17 11:00:00,45.58399929905555,27.82630098038166,63.34169761772944,242.49%,0.81
2019-10-18 11:00:00,43.49292057463639,25.739798552475463,61.246042596797324,242.49%,0.81
2019-10-19 11:00:00,31.591746333811088,13.841221750614626,49.34227091700755,242.49%,0.81
2019-10-20 11:00:00,31.804722860391895,14.059205286766282,49.55024043401751,242.49%,0.81
2019-10-21 11:00:00,42.31631343480185,24.57328929622375,60.05933757337995,242.49%,0.81
2019-10-22 11:00:00,42.8703327222484,25.131430345124645,60.60923509937216,242.49%,0.81
2019-10-23 11:00:00,43.35940314906906,25.62608312369422,61.092723174443904,242.49%,0.81
2019-10-24 11:00:00,42.29741129299562,24.56857326902833,60.026249316962904,242.49%,0.81
2019-10-25 11:00:00,42.625940889178416,24.90183304521388,60.350048733142955,242.49%,0.81
2019-10-26 11:00:00,31.770304506634627,14.049227860967942,49.491381152301315,242.49%,0.81
2019-10-27 11:00:00,29.134018275563673,11.416045458920458,46.85199109220689,242.49%,0.81
2019-10-28 11:00:00,39.45252261804612,21.739196444136507,57.165848791955725,242.49%,0.81
2019-10-29 11:00:00,41.63774123410405,23.929283598910338,59.34619886929776,242.49%,0.81
2019-10-30 11:00:00,45.47277821949718,27.763746814163355,63.181809624831004,242.49%,0.81
2019-10-31 11:00:00,44.338691550117886,26.6339406498772,62.04344245035857,242.49%,0.81
2019-11-01 11:00:00,41.260190218017605,23.55793384796618,58.96244658806903,242.49%,0.81
2019-11-02 11:00:00,31.196412135113864,13.495447048612924,48.8973772216148,242.49%,0.81
2019-11-03 11:00:00,33.573781406734405,15.878322468155574,51.269240345313236,242.49%,0.81
2019-11-04 11:00:00,43.36086760147443,25.670261174636966,61.0514740283119,242.49%,0.81
2019-11-05 11:00:00,42.920252601579904,25.23357311614577,60.60693208701404,242.49%,0.81
2019-11-06 11:00:00,44.94440825281944,27.259948382185783,62.6288681234531,242.49%,0.81
2019-11-07 11:00:00,48.03991072669823,30.35239903378454,65.72742241961193,242.49%,0.81
2019-11-08 11:00:00,45.29475132460621,27.611211793801548,62.978290855410876,242.49%,0.81
2019-11-09 11:00:00,40.711097825538495,23.029066751492042,58.39312889958495,242.49%,0.81
2019-11-10 11:00:00,37.691112381546546,20.011561237978984,55.37066352511411,242.49%,0.81
2019-11-11 11:00:00,46.45255760999973,28.779847589900317,64.12526763009915,242.49%,0.81
2019-11-12 11:00:00,46.50682556114794,28.841459963233326,64.17219115906255,242.49%,0.81
2019-11-13 11:00:00,44.280955935446904,26.61772560879922,61.94418626209459,242.49%,0.81
2019-11-14 11:00:00,47.109686008899956,29.447675852486107,64.77169616531381,242.49%,0.81
2019-11-15 11:00:00,46.61420475593347,28.95712833477716,64.27128117708978,242.49%,0.81
2019-11-16 11:00:00,33.80134748985706,16.146982650946303,51.45571232876782,242.49%,0.81
2019-11-17 11:00:00,37.751969069926574,20.09284730423293,55.411090835620215,242.49%,0.81
2019-11-18 11:00:00,46.59795332647425,28.944175392583013,64.25173126036549,242.49%,0.81
2019-11-19 11:00:00,47.741606924406824,30.092112493703546,65.3911013551101,242.49%,0.81
2019-11-20 11:00:00,44.53246225387177,26.884241644266854,62.18068286347669,242.49%,0.81
2019-11-21 11:00:00,51.62177336815395,33.96317851524093,69.28036822106698,242.49%,0.81
2019-11-22 11:00:00,51.85749141745883,34.19921087837086,69.5157719565468,242.49%,0.81
2019-11-23 11:00:00,40.1446258774442,22.489975176793944,57.79927657809445,242.49%,0.81
2019-11-24 11:00:00,34.40599286209365,16.750135718437072,52.06185000575022,242.49%,0.81
2019-11-25 11:00:00,47.1594304287829,29.507528116440685,64.81133274112511,242.49%,0.81
2019-11-26 11:00:00,52.02819855742798,34.37423235658366,69.6821647582723,242.49%,0.81
2019-11-27 11:00:00,51.009557534587834,33.36021299119123,68.65890207798444,242.49%,0.81
2019-11-28 11:00:00,46.17185035136298,28.52521521909619,63.818485483629765,242.49%,0.81
2019-11-29 11:00:00,45.57813350335705,27.934921513433675,63.221345493280424,242.49%,0.81
2019-11-30 11:00:00,38.00830226542715,20.369591813307967,55.64701271754633,242.49%,0.81
2019-12-01 11:00:00,39.4598399471859,21.82512080391684,57.09455909045496,242.49%,0.81
2019-12-02 11:00:00,51.018081713220724,33.385936691029386,68.65022673541206,242.49%,0.81
2019-12-03 11:00:00,46.54590809940789,28.91323768636728,64.1785785124485,242.49%,0.81
2019-12-04 11:00:00,53.07124191220117,35.43429521099716,70.70818861340517,242.49%,0.81
2019-12-05 11:00:00,46.80223381232401,29.16678743827362,64.43768018637441,242.49%,0.81
2019-12-06 11:00:00,45.09083157201091,27.458646578684647,62.723016565337176,242.49%,0.81
2019-12-07 11:00:00,36.879657493073935,19.249224377490396,54.51009060865748,242.49%,0.81
2019-12-08 11:00:00,36.97505073048981,19.34926065391874,54.600840807060884,242.49%,0.81
2019-12-09 11:00:00,26.82328350129545,9.07555679996424,44.57101020262666,242.49%,0.81
2019-12-10 11:00:00,42.62478480245561,24.871951085859678,60.37761851905154,242.49%,0.81
2019-12-11 11:00:00,46.62418854748839,28.873403546985244,64.37497354799153,242.49%,0.81
2019-12-12 11:00:00,45.03972134000319,27.290668008409348,62.78877467159703,242.49%,0.81
2019-12-13 11:00:00,46.36129223463074,28.617948918790116,64.10463555047136,242.49%,0.81
2019-12-14 11:00:00,34.8403124474172,17.0996419538231,52.5809829410113,242.49%,0.81
2019-12-15 11:00:00,34.20818284831114,16.47278114847432,51.94358454814796,242.49%,0.81
2019-12-16 11:00:00,39.55754142918792,21.82163285713211,57.293450001243734,242.49%,0.81
2019-12-17 11:00:00,42.89930624446893,25.167309734264457,60.631302754673406,242.49%,0.81
2019-12-18 11:00:00,41.59364510738728,23.865953002899662,59.321337211874905,242.49%,0.81
2019-12-19 11:00:00,41.51536862261781,23.791575322232717,59.2391619230029,242.49%,0.81
2019-12-20 11:00:00,40.420590126263974,22.700846207759877,58.14033404476807,242.49%,0.81
2019-12-21 11:00:00,33.29302990360776,15.578537893592841,51.00752191362268,242.49%,0.81
2019-12-22 11:00:00,33.424958024984875,15.71566718808377,51.13424886188598,242.49%,0.81
2019-12-23 11:00:00,43.701114824378806,25.994917037205028,61.407312611552584,242.49%,0.81
2019-12-24 11:00:00,40.87158198290934,23.168218352898844,58.574945612919834,242.49%,0.81
2019-12-25 11:00:00,40.41475542768951,22.71507237716142,58.11443847821759,242.49%,0.81
2019-12-26 11:00:00,38.97173601102943,21.275097141280963,56.66837488077789,242.49%,0.81
2019-12-27 11:00:00,39.16153417520696,21.470975623755955,56.852092726657965,242.49%,0.81
2019-12-28 11:00:00,33.52226761138026,15.835626700204802,51.20890852255572,242.49%,0.81
2019-12-29 11:00:00,32.33412637548155,14.652785009918993,50.01546774104411,242.49%,0.81
2019-12-30 11:00:00,40.22283076791274,22.54558808643111,57.90007344939437,242.49%,0.81
2019-12-31 11:00:00,35.67900180387022,17.996565619163487,53.36143798857695,242.49%,0.81
